Identifier	Supplier Name	Country
22081000189102	Candor Biotech Limited		
1591501000189103	Human Antibiotic Pharmaceutical Private Limited		
129161000189105	Care Pharma (India) Limited		
30921000189101	Depsons Pharma	India	
919571000189104	Primecure Medicines Private Limited		
1511631000189106	Maxford Labs Private Limited	India	
35741000189102	Biochemix Healthcare Private Limited	India	
1709351000189107	Eskos Pharma		
56591000189108	Syncom Formulations (India) Limited	India	
1122451000189108	Gms Biomax Medicare Private Limited	India	
1535131000189109	Megma Healthcare Private Limited		
1137651000189106	Advok Pharmacia Private Limited		
1134011000189108	Apids Pharmaceuticals		
1222941000189103	Optho Pharma Private Limited	India	
158021000189107	Mission Research Laboratories (India) Private Limited	India	
1210811000189100	Galaxy Biotech		
36551000189102	Prem Pharmaceuticals Private Limited	India	
1753931000189109	Astrova Pharmaceuticals Private Limited		
1101891000189101	Irx Pharmaceuticals Private Limited		
1747971000189103	SA Remedies		
202161000189109	Stride Health Care Private Limited		
1257941000189102	Dynamark Life Sciences Private Limited		
1906361000189106	Solvy Remedies Private Limited		
1422021000189105	Fountil Life Sciences Private Limited		
1216281000189108	Pearl Medilife Private Limited		
1058411000189103	Sun Life Sciences Private Limited	India	
1054051000189104	Amon Biotech		
1151901000189106	Evitalife Pharma Private Limited		
131511000189103	Uniphar Biotech Private Limited	India	
1104871000189102	Treatwell Biotech		
1589781000189101	Dr. Edwin Medilabs Private Limited		
1010511000189109	Vintas Pharmaceuticals Private Limited		
1342381000189104	Calibre Pharmaceutical Private Limited		
1103761000189102	Savikem Lifecare Private Limited		
192521000189107	Brinton Pharmaceuticals Limited	India	
1089511000189104	Meddoxx Pharmaceuticals Private Limited		
1131261000189104	SBM Pharmaceuticals Private Limited		
1514941000189105	Era Pharmaceuticals		
1903801000189107	Senable Life Sciences Private Limited		
1174441000189101	Inex Medicaments Private Limited		
1655631000189109	Kaizen Research Labs India Private Limited		
1250371000189107	Nucleus Laboratories India Limted		
1243131000189100	Catholicon Pharmaceuticals Private Limited	India	
65921000189104	Esskay Bee Pharma		
1185341000189102	Azillian Healthcare Private Limited		
1571521000189104	Abaris Healthcare	India	
1639611000189102	Sudhir Life Sciences Private Limited		
1230961000189103	Avni Healthcare Private Limited		
1478091000189109	Mediyork Pharma Private Limited		
1082421000189100	Logimed Pharma Private Limited		
1738921000189104	Calgill Pharma Private Limited	India	
120081000189109	Unimark Remedies Limited		
1243491000189107	Ambic Ayurchem Limited		
1198481000189105	Waksman Selman Pharmaceuticals		
1738731000189100	Emco Biotech		
1837371000189101	Eoan Pharma		
1474031000189101	Aberdure Pharma		
1479361000189107	Adonis Phytoceuticals Private Limited		
1169921000189106	M M Pharmaceuticals Limited		
42891000189109	Gnosis Pharmaceuticals Private Limited		
1073731000189105	Toran Biotech		
1001931000189102	Techyon Biotech Private Limited		
1220851000189106	Amazeal Life Science Private Limited		
1158811000189109	Nukind Healthcare Private Limited		
1098081000189105	Rawlley Healthcare Private Limited		
164811000189108	Greenco Biologicals Private Limited		
1025151000189100	Sovia Altis		
27151000189108	Win Medicare Private Limited	India	
1216411000189100	Ekansh Pharma		
10041000189103	American Biocare		
1474691000189106	Ai Health Care Llp		
158221000189100	Stalwart Remedies Private Limited		
1109891000189102	VB Healthcare LLP		
8931000189105	3A Pharmaceuticals		
92031000189106	Curagen Biologicals and Pharmaceuticals Private Limited		
1493051000189100	Rebanta Healthcare Private Limited		
1052111000189109	Octavia Lab Private Limited		
1323511000189107	Meditune Healthcare Private Limited	India	
1475111000189106	Geneaid Pharmaceuticals		
1291651000189106	Raymed Pharmaceuticals Limited	India	
1405831000189101	Dahlia Pharmaceutical Private Limited		
1479491000189105	Infocus Remedies		
30631000189109	Mercury Laboratories Limited		
1815521000189109	Hamax Pharma		
19661000189103	Indamed Pharmaceuticals Private Limited		
1748481000189108	Syska Healthcare		
1710101000189101	Instaray Pharmaceuticals Llp		
1439031000189100	Succor Health Care Private Limited		
1016151000189104	Kaizen Drugs Private Limited		
70931000189102	Brussels Laboratories Private Limited	Not Available	
130101000189103	Pifer Pharmaceuticals Private Limited	India	
1588251000189107	ADN Lifesciences Marketing and Selling Private Limited		
1388421000189101	Aubade Healthcare Private Limited		
27311000189106	Altak Pharmaceuticals Private Limited		
212091000189103	Biomedica International		
187441000189103	V.S. Healthcare Limited		
55281000189101	Saffron Therapeutics Private Limited	India	
1479611000189101	Dycott Healthcare		
1104501000189109	Cytoz Pharmaceuticals	India	
1848991000189103	Torres Lifesciences Private Limited		
1097641000189109	Zetek Pharmaceuticals Private Limited		
1093851000189103	Zoic Chemicals and Pharmaceuticals Private Limited		
1248031000189108	Ecstasy Biotech Private Limited		
38641000189100	Veritaz Healthcare Limited		
1017221000189102	Axter Pharmaceuticals Private Limited		
1656341000189103	Adham Pharmaceuticals		
1837091000189104	Deuel Labs India		
1814561000189100	Aush Pharma LLP	India	
201001000189101	La Grande Private Limited		
1783211000189102	United Pharmaceuticals		
1849451000189108	Accend Pharma Private Limited		
1003241000189104	Zeotec Life Science Private Limited		
1149731000189102	Caventus Healthcare Private Limited		
1041331000189106	Sonixa Lifecare		
59881000189100	Grampus Laboratories		
1776821000189105	Kumar Life Sciences Private Limited		
1322921000189104	Swiss Parenterals Limited		
1214901000189102	Ankyl Earth Pharmaceuticals Private Limited		
240061000189103	Primus Remedies Private Limited	India	
1846571000189106	Intsia Pharma Private Limited		
1031471000189101	Psycogen Captab		
1570441000189104	Genome Therapeutics Private Limited	India	
1209331000189107	Sentosa Geigy (India) Labs Limited	India	
271211000189100	Happiness pharmaceuticals limited		
73631000189100	Siomond Pharmaceuticals Private Limited		
53041000189101	CFL Pharmaceuticals Limited		
1132771000189108	Ethics Health-care Private Limited		
1217911000189105	Rowlinges Life Science	India	
1236531000189103	Aurolab	India	
1045931000189108	Tejosh Pharma Cos		
89851000189104	Fulford (India) Limited		
109371000189107	Rexcel Pharmaceuticals Limited		
1429431000189105	Gal Care Pharmaceuticals Private Limited	India	
1455281000189107	Okinawa Pharma	India	
1748811000189102	Rokkwinn Healthcare		
1141441000189102	Vision Medilink		
12411000189108	Wockhardt Limited	India	
1247281000189104	Sanjivni Pharmaceuticals		
92841000189107	Medial Pharma Limited		
1326641000189100	Dee Pharma Private Limited		
55981000189106	Stanmark Pharmaceuticals		
9751000189109	Bestochem Formulations (India) Limited	India	
1182481000189106	Sanko Biotech Private Limited		
1778981000189101	Cosway Biosciences		
1163331000189107	Milichem Laboratories		
1101051000189103	Puremed Biotech	India	
1059001000189104	Icpa Health Products Limited	Not Available	
59011000189104	Mapra Laboratories Private Limited	India	
1177661000189106	Zelnic Biotech Private Limited		
906841000189100	Anthem Bio Pharma Private Limited		
1784151000189108	Galcare Pharmaceuticals Private Limited		
1191171000189105	Amore Health Essentials Private Limited		
1102121000189102	Ethyrial Pharmaceuticals		
296511000189100	Ratchet Biotech Private Limited		
391441000189101	Renauxe Pharma India Private Limited		
1683241000189106	Ampho Healthcare		
30991000189103	Pax Healthcare		
1053291000189103	Adelina Lifesciences		
108311000189105	Serdia Pharmaceuticals India Private Limited	India	
1044851000189105	Intracin Pharmaceuticals Private Limited		
1611461000189109	Shasva Health		
1238381000189108	Radion Pharma Private Limited		
1200461000189102	Smartminds Healthcare Private Limited		
99601000189103	Grandcure Healthcare Private Limited	India	
1712021000189109	Ionaire Biotech		
1150261000189107	Afive Pharma		
1112251000189104	Solar Healthcare Private Limited		
1205271000189104	Skylla Pharmaceuticals		
810631000189104	Solace Biotech Limited		
1754611000189107	NDMA Healthcare  Private Limited		
1130181000189105	French Formulations		
1211461000189107	Aaschem Lifecare Private Limited		
59551000189105	S R Pharmaceuticals Private Limited		
1028171000189101	Mediliance		
1115891000189102	Depl Laboratories Limited		
1813751000189108	Zavik Drugs Private Limited		
1082531000189102	Emdrix Pharmaceuticals Private Limited		
1219291000189101	Ziel Pharmaceuticals		
18961000189101	Intel Pharmaceuticals Private Limited		
24121000189108	Alna Biotech Private Limited		
1059961000189101	Calibar Pharmaceuticals		
29691000189100	Lakshya Lifesciences Private Limited	India	
1050781000189102	Trigat Life Sciences Private Limited	India	
1756241000189100	Morgen Health Care		
1384731000189101	Stash Pharmaceutical Private Limited		
269451000189106	Astraea Life Sciences Private Limited		
73761000189100	Novaduo Pharma		
1111981000189105	Densa Pharma Private Limited	Not Available	
1077141000189109	Zorion Drugs and Herbs Private Limited	India	
1130841000189108	Arakind Pharma		
1120241000189105	Neomedix Healthcare India Private Limited	India	
1144881000189108	Sapco Laboratories Private Limited		
1427011000189100	Global Care		
187211000189103	Lifekyor Pharmaceuticals	India	
1783221000189105	Nova Lifesciences Limited	India	
22171000189100	Meridian Medicare Limited		
1046471000189109	Plasmid Healthcare Private Limited		
1378091000189101	Pharm Products Private Limited		
15231000189105	Bactolac Formulations Private Limited		
1346831000189109	Adegen Pharma Private Limited		
1030811000189103	Care Organics Limited		
1008771000189108	Ess Pee Enterprises		
1236921000189105	Mcronus Lifescience Private Limited		
1439311000189108	Saintlife Mediscience Private Limited		
1223421000189106	Quixotic Pharma Private Limited		
1127461000189109	Amazone Pharmaceuticals Private Limited		
1084361000189105	New Times Pharmaceuticals		
1198011000189109	Farlex Pharmaceuticals Private Limited		
1052031000189103	Somsa Pharmaceuticals Private Limited		
1004401000189100	Mahawat Healthcare Private Limited		
26801000189102	Viilbery Healthcare Private Limited		
83181000189102	Biosena Lifescience		
1716391000189105	Cosmo Life Saving Drugs Private Limited	India	
1378561000189103	Ivaan Pharmaceuticals		
1084331000189103	Alfa Igra Inc		
1085531000189107	Penlon India Pharmaceuticals		
1052721000189102	Meb Pharma Private Limited		
1878351000189106	Kamryl Biolife Private Limited		
280361000189108	Raffles Pharmaceuticals Private Limited		
21781000189106	Kaizen Pharmaceuticals Private Limited	India	
181151000189103	Cross Berry Pharmaceuticals Private Limited		
1084781000189103	Lancer Therapeutics		
1323241000189105	Sayora Pharma Private Limited		
1847821000189107	Velnex Life Sciences Private Limited		
1100621000189107	Rakvin		
47081000189101	Aster Medipharm Private Limited		
1085991000189102	Axenic Healthcare		
1084861000189103	Medbeat Healthcare		
1874401000189107	Green Lab Healthcare		
1752701000189106	Medicil Healthcare		
13641000189101	Neuron Pharma Private Limited	India	
51911000189104	Auro Laboratories Limited		
1513461000189103	Raymedica Pharmaceuticals		
1139861000189102	Kryptomed Formulations Private Limited		
36471000189107	Profic Organic Limited	India	
220901000189100	Radico Remedies Private Limited		
1851701000189102	Adi Healthcare Solutions Llp		
66121000189107	Allen Dale Biosciences		
1010961000189101	Roseate Medicare		
1638461000189109	Efficus Life Sciences and Pharmaceuticals Private Limited		
1782691000189103	Organext Pharmaceuticals Private Limited		
1541761000189102	Ealpharm Life Sciences Private Limited		
1174081000189101	Scutonix Lifesciences Private Limited	India	
1537781000189104	Lakshya Remedies Private Limited		
1249661000189104	Meditex Pharma Private Limited		
1215801000189108	Medios Laboratories Private Limited		
1105141000189103	Biotanic Lifesciences Private Limited	India	
1069081000189104	Himalaya Meditek Private Limited		
1111851000189109	Madbris Life Sciences Private Limited		
1181891000189102	Venova Pharmaceuticals Private Limited	India	
1747721000189100	Alvonics Lifesciences Private Limited		
1214571000189104	Real Care Life Sciences		
1223521000189107	Remandish Pharma Private Limited		
1067151000189100	Aspire Lifesciences Private Limited		
58181000189100	Hamax Pharmaceuticals	India	
208271000189107	Alports Health Care Private Limited		
1202781000189104	Vaxter Pharmaceuticals		
1191671000189103	Unicon Life Sciences		
1849141000189104	PRK Healthcare		
256291000189103	Forman Medics Private Limited		
1016711000189102	Mark Remedies Limited		
314151000189107	Rkg Pharma Private Limited		
1292071000189101	Avin Healthcare Private Limited		
1142001000189101	Forein Life Science Private Limited		
1073601000189106	Bill Cure Pharma Private Limited		
1656421000189102	Lexus (India) Organics		
153731000189102	Cutigen Incoporation		
676731000189108	Modern Times Helpline Pharma		
1104381000189105	Boon and Bastion Formulations		
98911000189104	Daksh Pharmaceuticals Private Limited		
1477401000189105	Skiptuit Healthcare		
1068701000189104	Alpha Health Care		
14331000189103	Bajaj Pharmaceuticals Private Limited		
125771000189100	Ravenbhel Pharmaceuticals Private Limited		
1220261000189108	Tecnex Pharma		
1454651000189103	Mediwill Life Sciences		
1033281000189104	Nuclear Pharmaceuticals Private Limited		
1176011000189101	Dee-Pharma Limited		
1034621000189100	Bonum Medelae Private Limited		
1131381000189104	Anrose Pharma Limited		
22471000189105	Akesiss Pharma Private Limited	India	
1190121000189100	Redix Lifecare Private Limited		
1108091000189101	Sivling Technologies Private Limited		
1779491000189104	Frontline Remedies	India	
1074611000189106	Santen India Private Limited		
1650121000189107	Alpha Digital Health Private Limited		
1808591000189100	Sai Parenteral's Limited		
1014531000189106	May and Baker Pharmaceuticals Limited	India	
1214841000189105	Blismed Pharmaceuticals Private Limited		
1899621000189108	Biovenice Criticure		
1257971000189105	Gen-biotec Private Limited		
